"Symbol","Name","LastSale","MarketCap","ADR TSO","IPOyear","Sector","Industry","Summary Quote",
"OPTT","Ocean Power Technologies, Inc.","3.08","9738781.36","n/a","2007","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/optt",
"OCRX","Ocera Therapeutics, Inc.","2.05","44795550.4","n/a","2011","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/ocrx",
"OCLS","Oculus Innovative Sciences, Inc.","4.02","16887119.52","n/a","2007","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/ocls",
"OCLSW","Oculus Innovative Sciences, Inc.","0.2326","0","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/oclsw",
"OMEX","Odyssey Marine Exploration, Inc.","4.37","32968787.65","n/a","n/a","Consumer Services","Marine Transportation","http://www.nasdaq.com/symbol/omex",
"OSBCP","Old Second Bancorp, Inc.","10.35","0","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/osbcp",
"OMAA","OM Asset Management plc","24.8","0","n/a","2016","Finance","Investment Managers","http://www.nasdaq.com/symbol/omaa",
"OTIV","On Track Innovations Ltd","0.96","39269160.96","n/a","n/a","Technology","Semiconductors","http://www.nasdaq.com/symbol/otiv",
"ONSIW","Oncobiologics, Inc.","0.48","0","n/a","2016","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/onsiw",
"ONSIZ","Oncobiologics, Inc.","0.95","0","n/a","2016","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/onsiz",
"OGXI","OncoGenex Pharmaceuticals Inc.","0.4599","13801474.827","n/a","n/a","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","http://www.nasdaq.com/symbol/ogxi",
"ONTX","Onconova Therapeutics, Inc.","2.53","16041214.53","n/a","2013","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/ontx",
"ONTXW","Onconova Therapeutics, Inc.","0.8","0","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/ontxw",
"ONCS","OncoSec Medical Incorporated","2","38319290","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/oncs",
"OHGI","One Horizon Group, Inc.","0.3494","12330473.7962","n/a","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/ohgi",
"ONVI","Onvia, Inc.","4.8","34228588.8","n/a","2000","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/onvi",
"OPXA","Opexa Therapeutics, Inc.","3.4","23966770","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/opxa",
"OPXAW","Opexa Therapeutics, Inc.","0.0831","0","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/opxaw",
"OPGN","OpGen, Inc.","1.15","24916462.35","n/a","2015","Health Care","Medical Specialities","http://www.nasdaq.com/symbol/opgn",
"OPGNW","OpGen, Inc.","0.2097","0","n/a","2015","Health Care","Medical Specialities","http://www.nasdaq.com/symbol/opgnw",
"OBAS","Optibase Ltd.","8.5128","44024158.02","n/a","1999","Finance","Real Estate","http://www.nasdaq.com/symbol/obas",
"OCC","Optical Cable Corporation","3.0095","21364073.341","n/a","n/a","Basic Industries","Telecommunications Equipment","http://www.nasdaq.com/symbol/occ",
"OPHC","OptimumBank Holdings, Inc.","3.9","4461272.4","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/ophc",
"OGEN","Oragenics, Inc.","0.45","22101398.55","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/ogen",
"OREX","Orexigen Therapeutics, Inc.","2.98","43468577.58","n/a","2007","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/orex",
"ONP","Orient Paper, Inc.","1.0597","22730899.8652","n/a","n/a","Consumer Durables","Containers/Packaging","http://www.nasdaq.com/symbol/onp",
"OACQ","Origo Acquisition Corporation","10.35","46384549.65","n/a","2015","Finance","Business Services","http://www.nasdaq.com/symbol/oacq",
"OACQR","Origo Acquisition Corporation","0.1601","0","n/a","2015","Finance","Business Services","http://www.nasdaq.com/symbol/oacqr",
"OACQU","Origo Acquisition Corporation","10.5","0","n/a","2014","Finance","Business Services","http://www.nasdaq.com/symbol/oacqu",
"OACQW","Origo Acquisition Corporation","0.1034","0","n/a","2015","Finance","Business Services","http://www.nasdaq.com/symbol/oacqw",
"OESX","Orion Energy Systems, Inc.","1.22","34298618.84","n/a","2015","Consumer Durables","Building Products","http://www.nasdaq.com/symbol/oesx",
"OSN","Ossen Innovation Co., Ltd.","2.07","4131916.65","1996095","2010","Basic Industries","Steel/Iron Ore","http://www.nasdaq.com/symbol/osn",
"OTEL","Otelco Inc.","4.355","14298235.835","n/a","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/otel",
"OTTW","Ottawa Bancorp, Inc.","11.51","33311355.73","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/ottw",
"OXBR","Oxbridge Re Holdings Limited","5.05","30487541.85","n/a","2014","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/oxbr",
"OXBRW","Oxbridge Re Holdings Limited","0.42","0","n/a","2014","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/oxbrw",
"OXLCN","Oxford Lane Capital Corp.","25.636","28712320","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/oxlcn",
"OXLCO","Oxford Lane Capital Corp.","25.41","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/oxlco",
"PFIN","P & F Industries, Inc.","8.1","29142747","n/a","n/a","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/pfin",
"PACEU","Pace Holdings Corp.","10.29","0","n/a","2015","Finance","Business Services","http://www.nasdaq.com/symbol/paceu",
"PACEW","Pace Holdings Corp.","0.39","0","n/a","2015","Finance","Business Services","http://www.nasdaq.com/symbol/pacew",
"PAACR","Pacific Special Acquisition Corp.","0.19","0","n/a","2015","Finance","Business Services","http://www.nasdaq.com/symbol/paacr",
"PAACU","Pacific Special Acquisition Corp.","10.46","0","n/a","2015","Finance","Business Services","http://www.nasdaq.com/symbol/paacu",
"PAACW","Pacific Special Acquisition Corp.","0.13","0","n/a","2015","Finance","Business Services","http://www.nasdaq.com/symbol/paacw",
"PTIE","Pain Therapeutics","0.61","28146580.35","n/a","2000","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/ptie",
"PTN","Palatin Technologies, Inc.","0.516","44341963.092","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/ptn",
"PZG","Paramount Gold Nevada Corp.","1.75","27457500","n/a","2015","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/pzg",
"PRKR","ParkerVision, Inc.","3.81","48815350.68","n/a","1993","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/prkr",
"PARN","Parnell Pharmaceuticals Holdings Ltd","1.22","16206140.84","n/a","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/parn",
"PTHN","Patheon N.V.","25.2","0","n/a","2016","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/pthn",
"PAVMW","PAVmed Inc.","5.92","0","n/a","2016","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/pavmw",
"PYDS","Payment Data Systems, Inc.","2.2","26566773.2","n/a","n/a","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/pyds",
"PED","Pedevco Corp.","0.1323","6595061.9931","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/ped",
"PCO","Pendrell Corporation","6.85","18384290.3","n/a","n/a","Miscellaneous","Multi-Sector Companies","http://www.nasdaq.com/symbol/pco",
"PNTA","PennantPark Investment Corporation","25.11","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/pnta",
"PPHMP","Peregrine Pharmaceuticals Inc.","20.035","14024500","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/pphmp",
"PERF","Perfumania Holdings, Inc","1.98","30677650.74","n/a","n/a","Consumer Services","Other Specialty Stores","http://www.nasdaq.com/symbol/perf",
"PTX","Pernix Therapeutics Holdings, Inc.","3.75","31920030","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/ptx",
"PZRX","PhaseRx, Inc.","1.5201","17770469.1129","n/a","2016","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/pzrx",
"PHMD","PhotoMedex, Inc.","1.1","959440.9","n/a","n/a","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","http://www.nasdaq.com/symbol/phmd",
"PPSI","Pioneer Power Solutions, Inc.","5.35","46543459.2","n/a","n/a","Consumer Durables","Electrical Products","http://www.nasdaq.com/symbol/ppsi",
"BPOPM","Popular, Inc.","23","0","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/bpopm",
"PW","Power REIT","9.145","16319142.76","n/a","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/pw",
"DWLV","PowerShares DWA Momentum & Low Volatility Rotation Portfolio","24.57","11056524.57","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/dwlv",
"PAGG","PowerShares Global Agriculture Portfolio","23.8346","22642870","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/pagg",
"PSAU","PowerShares Global Gold & Precious Metals Portfolio","20.22","41451000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/psau",
"LDRI","PowerShares LadderRite 0-5 Year Corporate Bond Portfolio","25.11","21343500","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ldri",
"LALT","PowerShares Multi-Strategy Alternative Portfolio","22.92","6876000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/lalt",
"PSCM","PowerShares S&P SmallCap Materials Portfolio","38.7345","17430525","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/pscm",
"PSCU","PowerShares S&P SmallCap Utilities Portfolio","44.9","49390000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/pscu",
"PPX","PPL Capital Funding, Inc.","26.65","0","n/a","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/ppx",
"PYS","PPlus Trust","24.5","0","n/a","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/pys",
"PYT","PPlus Trust","20.6601","0","n/a","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/pyt",
"PRAN","Prana Biotechnology Ltd","3.02","19389215.4","6420270","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/pran",
"LENS","Presbia PLC","3.53","47201200.85","n/a","2015","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/lens",
"BTEC","Principal Healthcare Innovators Index ETF","23.47","5867523.47","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/btec",
"GENY","Principal Millennials Index ETF","24.68","7404024.68","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/geny",
"PSET","Principal Price Setters Index ETF","25.82","6455025.82","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/pset",
"PY","Principal Shareholder Yield Index ETF","25.3419","6335500.3419","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/py",
"PRZM","Prism Technologies Group, Inc.","0.16","1611790.08","n/a","n/a","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/przm",
"PVTBP","PrivateBancorp, Inc.","26.35","0","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/pvtbp",
"PVTD","PrivateBancorp, Inc.","26.35","0","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/pvtd",
"PDEX","Pro-Dex, Inc.","4.8","19506417.6","n/a","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/pdex",
"IPDN","Professional Diversity Network, Inc.","6.72","12189206.4","n/a","2013","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/ipdn",
"DNAI","ProNAi Therapeutics, Inc.","1.59","48216947.16","n/a","2015","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/dnai",
"PRPH","ProPhase Labs, Inc.","2.0285","34648354.116","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/prph",
"UBIO","Proshares UltraPro Nasdaq Biotechnology","22.12","36496119.8","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ubio",
"ZBIO","ProShares UltraPro Short NASDAQ Biotechnology","26.7","12015026.7","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/zbio",
"PBB","Prospect Capital Corporation","25.45","0","n/a","2015","n/a","n/a","http://www.nasdaq.com/symbol/pbb",
"PLX","Protalix BioTherapeutics, Inc.","0.495","49405078.8","n/a","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/plx",
"PFK","Prudential Financial, Inc.","26.32","0","n/a","n/a","Finance","Life Insurance","http://www.nasdaq.com/symbol/pfk",
"PJH","Prudential Financial, Inc.","26.65","0","n/a","n/a","Finance","Life Insurance","http://www.nasdaq.com/symbol/pjh",
"PRH","Prudential Financial, Inc.","26.55","0","n/a","n/a","Finance","Life Insurance","http://www.nasdaq.com/symbol/prh",
"PULM","Pulmatrix, Inc.","1.43","20952229.87","n/a","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/pulm",
"IMED","PureFunds ETFx HealthTech ETF","23.95","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/imed",
"FINQ","Purefunds Solactive FinTech ETF","23.44","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/finq",
"PXS","Pyxis Tankers Inc.","2.19","40028585.67","n/a","n/a","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/pxs",
"QBAK","Qualstar Corporation","3.605","7361482.1","n/a","2000","Technology","Electronic Components","http://www.nasdaq.com/symbol/qbak",
"QRHC","Quest Resource Holding Corporation.","1.78","26423213.56","n/a","n/a","Technology","Diversified Commercial Services","http://www.nasdaq.com/symbol/qrhc",
"QPACU","Quinpario Acquisition Corp. 2","10.1008","0","n/a","2015","Finance","Business Services","http://www.nasdaq.com/symbol/qpacu",
"QPACW","Quinpario Acquisition Corp. 2","0.15","0","n/a","2015","Finance","Business Services","http://www.nasdaq.com/symbol/qpacw",
"QUMU","Qumu Corporation","3.17","29266676.3","n/a","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/qumu",
"CTAA","Qwest Corporation","26.86","0","n/a","2016","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/ctaa",
"CTBB","Qwest Corporation","25.78","0","n/a","2016","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/ctbb",
"CTU","Qwest Corporation","26.02","0","n/a","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/ctu",
"CTV","Qwest Corporation","26.53","0","n/a","2014","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/ctv",
"CTW","Qwest Corporation","25.39","0","n/a","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/ctw",
"CTY","Qwest Corporation","25.69","0","n/a","2013","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/cty",
"CTZ","Qwest Corporation","26.06","0","n/a","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/ctz",
"RARX","Ra Pharmaceuticals, Inc.","13","0","n/a","2016","n/a","n/a","http://www.nasdaq.com/symbol/rarx",
"RADA","Rada Electronics Industries Limited","1.28","10534478.08","n/a","n/a","Consumer Non-Durables","Electronic Components","http://www.nasdaq.com/symbol/rada",
"RFT","RAIT Financial Trust","23.09","0","n/a","2014","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/rft",
"RFTA","RAIT Financial Trust","24.8581","0","n/a","2014","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/rfta",
"RAND","Rand Capital Corporation","3.4","21517029.2","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/rand",
"RLOG","Rand Logistics, Inc.","0.6956","12873534.5864","n/a","n/a","Consumer Services","Marine Transportation","http://www.nasdaq.com/symbol/rlog",
"RAVE","Rave Restaurant Group, Inc.","2.8","29838342.8","n/a","n/a","Consumer Non-Durables","Food Distributors","http://www.nasdaq.com/symbol/rave",
"RJD","Raymond James Financial, Inc.","25.92","0","n/a","n/a","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/rjd",
"TALL","RBC S&P 500 Trend Allocator Index ETN","21.65","0","n/a","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/tall",
"RGSE","Real Goods Solar, Inc.","1.79","1186440.64","n/a","n/a","Basic Industries","Engineering & Construction","http://www.nasdaq.com/symbol/rgse",
"RETA","Reata Pharmaceuticals, Inc.","23.9","0","n/a","2016","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/reta",
"DAX","Recon Capital DAX Germany ETF","24.69","14814000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/dax",
"QYLD","Recon Capital NASDAQ-100 Covered Call ETF","22.2821","17825680","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/qyld",
"RCON","Recon Technology, Ltd.","1.04","6220023.68","n/a","2009","Energy","Oilfield Services/Equipment","http://www.nasdaq.com/symbol/rcon",
"RZA","Reinsurance Group of America, Incorporated","29.41","0","n/a","n/a","Finance","Life Insurance","http://www.nasdaq.com/symbol/rza",
"RZB","Reinsurance Group of America, Incorporated","28.76","0","n/a","2016","Finance","Life Insurance","http://www.nasdaq.com/symbol/rzb",
"RELV","Reliv&#39; International, Inc.","4.32","7972935.84","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/relv",
"RCG","RENN Fund, Inc.","1.3992","6245982.6264","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/rcg",
"RNVA","Rennova Health, Inc.","0.16","6776224","n/a","n/a","Health Care","Precision Instruments","http://www.nasdaq.com/symbol/rnva",
"RNVAZ","Rennova Health, Inc.","0.0549","0","n/a","n/a","Health Care","Precision Instruments","http://www.nasdaq.com/symbol/rnvaz",
"RPRX","Repros Therapeutics Inc.","1.72","41829443.68","n/a","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/rprx",
"RESN","Resonant Inc.","4.45","42678285.7","n/a","2014","Technology","Semiconductors","http://www.nasdaq.com/symbol/resn",
"RWLK","ReWalk Robotics Ltd","3.2","39942912","n/a","2014","Health Care","Industrial Specialties","http://www.nasdaq.com/symbol/rwlk",
"REXX","Rex Energy Corporation","0.4934","47036625.7486","n/a","2007","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/rexx",
"RNN","Rexahn Pharmaceuticals, Inc.","0.1708","36433140.478","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/rnn",
"RFIL","RF Industries, Ltd.","1.75","15462095.25","n/a","n/a","Capital Goods","Electrical Products","http://www.nasdaq.com/symbol/rfil",
"RIBT","RiceBran Technologies","1.191","12621015.09","n/a","n/a","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/ribt",
"RIBTW","RiceBran Technologies","0.24","0","n/a","n/a","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/ribtw",
"RTTR","Ritter Pharmaceuticals, Inc.","2.53","21719192.33","n/a","2015","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/rttr",
"RLJE","RLJ Entertainment, Inc.","1.714","8666383.362","n/a","n/a","Consumer Services","Movies/Entertainment","http://www.nasdaq.com/symbol/rlje",
"RMGN","RMG Networks Holding Corporation","0.7999","29501944.5959","n/a","n/a","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/rmgn",
"ROKA","Roka Bioscience, Inc.","4.86","869172.12","n/a","2014","Capital Goods","Biotechnology: Laboratory Analytical Instruments","http://www.nasdaq.com/symbol/roka",
"ROSG","Rosetta Genomics Ltd.","0.6302","13149480.9536","n/a","2007","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/rosg",
"RBCN","Rubicon Technology, Inc.","0.6001","16100402.1532","n/a","2007","Technology","Semiconductors","http://www.nasdaq.com/symbol/rbcn",
"RXII","RXi Pharmaceuticals Corporation","1.16","7609421.36","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/rxii",
"SANW","S&W Seed Company","5.25","0","n/a","n/a","Consumer Non-Durables","Farming/Seeds/Milling","http://www.nasdaq.com/symbol/sanw",
"SCACU","Saban Capital Acquisition Corp.","10.15","0","n/a","2016","n/a","n/a","http://www.nasdaq.com/symbol/scacu",
"SAJA","Sajan, Inc.","3.9942","19103232.0906","n/a","n/a","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/saja",
"SSN","Samson Oil & Gas Limited","0.73","11737869.29","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/ssn",
"SDT","SandRidge Mississippian Trust I","1.44","40320000","n/a","2011","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/sdt",
"GCVRZ","Sanofi","0.32","0","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/gcvrz",
"SAQ","Saratoga Investment Corp","25.8","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/saq",
"SBFGP","SB Financial Group, Inc.","13.6","0","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/sbfgp",
"SMIT","Schmitt Industries, Inc.","1.57","4703578.7","n/a","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/smit",
"SLTB","Scorpio Bulkers Inc.","21.549","0","n/a","2014","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/sltb",
"SBNA","Scorpio Tankers Inc.","24.359","0","n/a","2014","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/sbna",
"SBNB","Scorpio Tankers Inc.","25.5945","0","n/a","2014","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/sbnb",
"SHIP","Seanergy Maritime Holdings Corp","2.25","43907422.5","n/a","n/a","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/ship",
"SHLDW","Sears Holdings Corporation","3.36","0","n/a","n/a","Consumer Services","Department/Specialty Retail Stores","http://www.nasdaq.com/symbol/shldw",
"SSWN","Seaspan Corporation","25.41","0","n/a","2014","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/sswn",
"JBN","Select Asset Inc.","18.4014","0","n/a","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/jbn",
"JBR","Select Asset Inc.","18.2918","0","n/a","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/jbr",
"SGZA","Selective Insurance Group, Inc.","25.61","0","n/a","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/sgza",
"LEDS","SemiLEDS Corporation","4.755","13981078.95","n/a","2010","Technology","Semiconductors","http://www.nasdaq.com/symbol/leds",
"SNHNI","Senior Housing Properties Trust","25.14","0","n/a","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/snhni",
"SNHNL","Senior Housing Properties Trust","26.11","0","n/a","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/snhnl",
"SRTSW","Sensus Healthcare, Inc.","1.24","0","n/a","2016","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/srtsw",
"SVT","Servotronics, Inc.","11.199","27663041.865","n/a","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/svt",
"SEV","Sevcon, Inc.","8.871","47400032.847","n/a","n/a","Energy","Industrial Machinery/Components","http://www.nasdaq.com/symbol/sev",
"SGOC","SGOCO Group, Ltd","2.925","13078303.875","n/a","2010","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/sgoc",
"SHSP","SharpSpring, Inc.","5.38","44912401.4","n/a","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/shsp",
"SIEB","Siebert Financial Corp.","1.2","26502151.2","n/a","n/a","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/sieb",
"SGMA","SigmaTron International, Inc.","5.33","22309317.29","n/a","1994","Technology","Electrical Products","http://www.nasdaq.com/symbol/sgma",
"SGNL","Signal Genetics, Inc.","0.429","4629091.038","n/a","2014","Health Care","Medical Specialities","http://www.nasdaq.com/symbol/sgnl",
"SBNYW","Signature Bank","88.8855","0","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/sbnyw",
"SINO","Sino-Global Shipping America, Ltd.","1.1099","9190565.7965","n/a","n/a","Transportation","Oil Refining/Marketing","http://www.nasdaq.com/symbol/sino",
"SKLN","Skyline Medical Inc.","0.117","382846.932","n/a","n/a","Health Care","Industrial Specialties","http://www.nasdaq.com/symbol/skln",
"SPU","SkyPeople Fruit Juice, Inc.","6.39","21295869.93","n/a","n/a","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/spu",
"ISM","SLM Corporation","24.65","0","n/a","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/ism",
"JSM","SLM Corporation","23.11","0","n/a","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/jsm",
"OSM","SLM Corporation","24.989","0","n/a","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/osm",
"SMSI","Smith Micro Software, Inc.","1.504","18535357.664","n/a","1995","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/smsi",
"SMTX","SMTC Corporation","1.49","24600168.2","n/a","2000","Technology","Electrical Products","http://www.nasdaq.com/symbol/smtx",
"SRAX","Social Reality, Inc.","6.18","37052715.3","n/a","n/a","Technology","Advertising","http://www.nasdaq.com/symbol/srax",
"SCKT","Socket Mobile, Inc.","3.2","18695878.4","n/a","n/a","Technology","Computer Manufacturing","http://www.nasdaq.com/symbol/sckt",
"SLRA","Solar Capital Ltd.","26.25","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/slra",
"XPL","Solitario Exploration & Royalty Corp","0.6462","25037141.1318","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/xpl",
"SOFO","Sonic Foundry, Inc.","5.1853","22875256.8827","n/a","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/sofo",
"SOHOB","Sotherly Hotels Inc.","25.36","0","n/a","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/sohob",
"SOHOM","Sotherly Hotels LP","26.1046","0","n/a","n/a","Consumer Services","Hotels/Resorts","http://www.nasdaq.com/symbol/sohom",
"SOJA","Southern Company (The)","26.69","0","n/a","2015","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/soja",
"SOJB","Southern Company (The)","25","0","n/a","2016","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/sojb",
"SGB","Southwest Georgia Financial Corporation","16.7505","42677543.6685","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/sgb",
"SWNC","Southwestern Energy Company","26.24","0","n/a","2015","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/swnc",
"SPAN","Span-America Medical Systems, Inc.","18","49601250","n/a","1983","Health Care","Industrial Specialties","http://www.nasdaq.com/symbol/span",
"SBSA","Spanish Broadcasting System, Inc.","3.3","21474235.2","n/a","1999","Consumer Services","Broadcasting","http://www.nasdaq.com/symbol/sbsa",
